datetime,datetime_raw,station,pm10_grade,pm10,pm25_grade,pm25,o3_grade,o3,no2_grade,no2,co_grade,co,so2_grade,so2
2026-04-25 13:00:00,2026-04-25:13,평리동,좋음,30.0,좋음,13.0,보통,0.0502,좋음,0.0118,좋음,0.3,좋음,0.0019
2026-04-25 14:00:00,2026-04-25:14,평리동,좋음,23.0,좋음,10.0,보통,0.056,좋음,0.0095,좋음,0.26,좋음,0.0017
2026-04-25 15:00:00,2026-04-25:15,평리동,좋음,23.0,좋음,11.0,보통,0.0597,좋음,0.0089,좋음,0.24,좋음,0.0016
2026-04-25 16:00:00,2026-04-25:16,평리동,좋음,23.0,좋음,10.0,보통,0.0595,좋음,0.0083,좋음,0.23,좋음,0.0016
2026-04-25 17:00:00,2026-04-25:17,평리동,좋음,29.0,좋음,10.0,보통,0.0595,좋음,0.0096,좋음,0.24,좋음,0.0016
2026-04-25 18:00:00,2026-04-25:18,평리동,보통,36.0,좋음,11.0,보통,0.0606,좋음,0.0115,좋음,0.28,좋음,0.002
2026-04-25 19:00:00,2026-04-25:19,평리동,보통,33.0,좋음,9.0,보통,0.0554,좋음,0.0107,좋음,0.27,좋음,0.002
2026-04-25 20:00:00,2026-04-25:20,평리동,보통,31.0,좋음,14.0,보통,0.0526,좋음,0.0146,좋음,0.31,좋음,0.0019
2026-04-25 21:00:00,2026-04-25:21,평리동,보통,39.0,좋음,15.0,보통,0.0411,좋음,0.0192,좋음,0.35,좋음,0.0021
2026-04-25 22:00:00,2026-04-25:22,평리동,보통,44.0,보통,20.0,좋음,0.0224,보통,0.0306,좋음,0.41,좋음,0.0019
2026-04-25 23:00:00,2026-04-25:23,평리동,보통,41.0,보통,22.0,좋음,0.0254,좋음,0.0272,좋음,0.38,좋음,0.0019
2026-04-26 00:00:00,2026-04-25:24,평리동,보통,40.0,보통,20.0,좋음,0.0267,좋음,0.0223,좋음,0.36,좋음,0.0018
2026-04-26 01:00:00,2026-04-26:01,평리동,보통,36.0,보통,17.0,좋음,0.025,좋음,0.0203,좋음,0.36,좋음,0.0017
2026-04-26 02:00:00,2026-04-26:02,평리동,보통,38.0,보통,21.0,좋음,0.0254,좋음,0.0179,좋음,0.35,좋음,0.0017
2026-04-26 03:00:00,2026-04-26:03,평리동,보통,35.0,보통,17.0,좋음,0.0253,좋음,0.0159,좋음,0.32,좋음,0.0017
2026-04-26 04:00:00,2026-04-26:04,평리동,좋음,30.0,보통,19.0,좋음,0.0261,좋음,0.014,좋음,0.31,좋음,0.0017
2026-04-26 05:00:00,2026-04-26:05,평리동,보통,31.0,보통,17.0,좋음,0.023,좋음,0.0149,좋음,0.31,좋음,0.0016
2026-04-26 06:00:00,2026-04-26:06,평리동,좋음,29.0,보통,19.0,좋음,0.0211,좋음,0.0158,좋음,0.29,좋음,0.0016
2026-04-26 07:00:00,2026-04-26:07,평리동,좋음,27.0,보통,17.0,좋음,0.0199,좋음,0.0163,좋음,0.31,좋음,0.0017
2026-04-26 08:00:00,2026-04-26:08,평리동,좋음,29.0,좋음,14.0,좋음,0.0188,좋음,0.019,좋음,0.33,좋음,0.0019
2026-04-26 09:00:00,2026-04-26:09,평리동,보통,38.0,보통,17.0,좋음,0.0233,좋음,0.0191,좋음,0.33,좋음,0.002
2026-04-26 10:00:00,2026-04-26:10,평리동,보통,38.0,보통,30.0,보통,0.0302,좋음,0.0197,좋음,0.35,좋음,0.003
2026-04-26 11:00:00,2026-04-26:11,평리동,보통,35.0,보통,20.0,보통,0.0461,좋음,0.0151,좋음,0.34,좋음,0.0028
2026-04-26 12:00:00,2026-04-26:12,평리동,좋음,30.0,좋음,13.0,보통,0.0511,좋음,0.0115,좋음,0.29,좋음,0.0026
2026-04-26 13:00:00,2026-04-26:13,평리동,좋음,30.0,좋음,11.0,보통,0.0508,좋음,0.009,좋음,0.25,좋음,0.0021
2026-04-26 14:00:00,2026-04-26:14,평리동,좋음,22.0,좋음,7.0,보통,0.0482,좋음,0.0078,좋음,0.21,좋음,0.0017
2026-04-26 15:00:00,2026-04-26:15,평리동,좋음,20.0,좋음,6.0,보통,0.0481,좋음,0.0072,좋음,0.2,좋음,0.0016
2026-04-26 16:00:00,2026-04-26:16,평리동,좋음,30.0,좋음,8.0,보통,0.0474,좋음,0.0077,좋음,0.22,좋음,0.0017
2026-04-26 17:00:00,2026-04-26:17,평리동,좋음,24.0,좋음,13.0,보통,0.0463,좋음,0.0095,좋음,0.21,좋음,0.0017
2026-04-26 18:00:00,2026-04-26:18,평리동,좋음,29.0,좋음,11.0,보통,0.0471,좋음,0.0086,좋음,0.23,좋음,0.0018
2026-04-26 19:00:00,2026-04-26:19,평리동,좋음,28.0,좋음,12.0,보통,0.0451,좋음,0.0098,좋음,0.25,좋음,0.0018
2026-04-26 20:00:00,2026-04-26:20,평리동,보통,36.0,좋음,9.0,보통,0.0352,좋음,0.0157,좋음,0.27,좋음,0.0018
2026-04-26 21:00:00,2026-04-26:21,평리동,좋음,30.0,좋음,12.0,보통,0.0359,좋음,0.0151,좋음,0.3,좋음,0.002
2026-04-26 22:00:00,2026-04-26:22,평리동,보통,38.0,보통,16.0,보통,0.0308,좋음,0.0188,좋음,0.34,좋음,0.0022
2026-04-26 23:00:00,2026-04-26:23,평리동,보통,45.0,좋음,15.0,좋음,0.0299,좋음,0.0193,좋음,0.34,좋음,0.002
2026-04-27 00:00:00,2026-04-26:24,평리동,보통,41.0,보통,19.0,보통,0.0349,좋음,0.0162,좋음,0.3,좋음,0.0018
2026-04-27 01:00:00,2026-04-27:01,평리동,보통,46.0,보통,22.0,보통,0.0315,좋음,0.0163,좋음,0.3,좋음,0.0018
2026-04-27 02:00:00,2026-04-27:02,평리동,보통,38.0,보통,19.0,좋음,0.0281,좋음,0.0184,좋음,0.31,좋음,0.0022
2026-04-27 03:00:00,2026-04-27:03,평리동,보통,38.0,보통,18.0,좋음,0.028,좋음,0.0159,좋음,0.31,좋음,0.0019
2026-04-27 04:00:00,2026-04-27:04,평리동,보통,38.0,보통,20.0,좋음,0.0273,좋음,0.0182,좋음,0.3,좋음,0.0018
2026-04-27 05:00:00,2026-04-27:05,평리동,보통,44.0,보통,19.0,좋음,0.0182,좋음,0.0275,좋음,0.28,좋음,0.0018
2026-04-27 06:00:00,2026-04-27:06,평리동,보통,38.0,보통,18.0,좋음,0.0155,좋음,0.0298,좋음,0.3,좋음,0.0017
2026-04-27 07:00:00,2026-04-27:07,평리동,보통,55.0,보통,20.0,좋음,0.0063,보통,0.0426,좋음,0.42,좋음,0.002
2026-04-27 08:00:00,2026-04-27:08,평리동,보통,53.0,보통,22.0,좋음,0.0092,보통,0.0468,좋음,0.69,좋음,0.0024
2026-04-27 09:00:00,2026-04-27:09,평리동,보통,50.0,보통,20.0,보통,0.0314,보통,0.0317,좋음,0.39,좋음,0.003
2026-04-27 10:00:00,2026-04-27:10,평리동,보통,41.0,좋음,10.0,보통,0.0487,좋음,0.0185,좋음,0.31,좋음,0.0046
2026-04-27 11:00:00,2026-04-27:11,평리동,,,,,,,,,,,,
2026-04-27 12:00:00,2026-04-27:12,평리동,,,,,,,,,,,,
2026-04-27 13:00:00,2026-04-27:13,평리동,보통,41.0,좋음,9.0,보통,0.0611,좋음,0.0141,좋음,0.28,좋음,0.002
2026-04-27 14:00:00,2026-04-27:14,평리동,보통,39.0,좋음,11.0,보통,0.0636,좋음,0.0124,좋음,0.27,좋음,0.0019
2026-04-27 15:00:00,2026-04-27:15,평리동,보통,39.0,좋음,14.0,보통,0.0624,좋음,0.0119,좋음,0.26,좋음,0.0019
2026-04-27 16:00:00,2026-04-27:16,평리동,보통,39.0,좋음,14.0,보통,0.0574,좋음,0.0101,좋음,0.23,좋음,0.0017
2026-04-27 17:00:00,2026-04-27:17,평리동,보통,39.0,좋음,15.0,보통,0.0562,좋음,0.0105,좋음,0.24,좋음,0.0017
2026-04-27 18:00:00,2026-04-27:18,평리동,보통,48.0,좋음,11.0,보통,0.0584,좋음,0.0117,좋음,0.27,좋음,0.0018
2026-04-27 19:00:00,2026-04-27:19,평리동,보통,47.0,보통,17.0,보통,0.0578,좋음,0.0127,좋음,0.33,좋음,0.0023
2026-04-27 20:00:00,2026-04-27:20,평리동,보통,44.0,보통,19.0,보통,0.0545,좋음,0.0126,좋음,0.31,좋음,0.0022
2026-04-27 21:00:00,2026-04-27:21,평리동,보통,36.0,보통,16.0,보통,0.0497,좋음,0.0113,좋음,0.31,좋음,0.0021
2026-04-27 22:00:00,2026-04-27:22,평리동,보통,42.0,좋음,15.0,보통,0.0419,좋음,0.0136,좋음,0.41,좋음,0.0025
2026-04-27 23:00:00,2026-04-27:23,평리동,보통,40.0,보통,17.0,보통,0.0393,좋음,0.0125,좋음,0.43,좋음,0.0024
2026-04-28 00:00:00,2026-04-27:24,평리동,보통,36.0,보통,17.0,보통,0.0371,좋음,0.0127,좋음,0.41,좋음,0.0023
2026-04-28 01:00:00,2026-04-28:01,평리동,보통,36.0,보통,21.0,보통,0.0363,좋음,0.0118,좋음,0.4,좋음,0.0021
2026-04-28 02:00:00,2026-04-28:02,평리동,보통,35.0,좋음,11.0,보통,0.0314,좋음,0.0123,좋음,0.4,좋음,0.0019
2026-04-28 03:00:00,2026-04-28:03,평리동,보통,39.0,보통,19.0,좋음,0.0232,좋음,0.0155,좋음,0.42,좋음,0.0019
2026-04-28 04:00:00,2026-04-28:04,평리동,보통,52.0,보통,32.0,좋음,0.0184,좋음,0.0179,좋음,0.42,좋음,0.002
2026-04-28 05:00:00,2026-04-28:05,평리동,보통,52.0,보통,27.0,좋음,0.0175,좋음,0.0193,좋음,0.42,좋음,0.0021
2026-04-28 06:00:00,2026-04-28:06,평리동,보통,35.0,보통,24.0,좋음,0.0208,좋음,0.0224,좋음,0.35,좋음,0.0021
2026-04-28 07:00:00,2026-04-28:07,평리동,보통,45.0,보통,16.0,보통,0.0322,좋음,0.0216,좋음,0.3,좋음,0.0024
2026-04-28 08:00:00,2026-04-28:08,평리동,보통,39.0,좋음,14.0,보통,0.0401,좋음,0.0194,좋음,0.32,좋음,0.0021
2026-04-28 09:00:00,2026-04-28:09,평리동,보통,51.0,보통,21.0,보통,0.043,좋음,0.0173,좋음,0.33,좋음,0.0023
2026-04-28 10:00:00,2026-04-28:10,평리동,보통,55.0,보통,23.0,보통,0.0501,좋음,0.0136,좋음,0.32,좋음,0.0021
2026-04-28 11:00:00,2026-04-28:11,평리동,보통,56.0,보통,24.0,보통,0.0538,좋음,0.0114,좋음,0.32,좋음,0.0019
2026-04-28 12:00:00,2026-04-28:12,평리동,보통,57.0,보통,24.0,보통,0.054,좋음,0.0118,좋음,0.33,좋음,0.0018
2026-04-28 13:00:00,2026-04-28:13,평리동,보통,52.0,보통,19.0,보통,0.0539,좋음,0.0103,좋음,0.31,좋음,0.0018
2026-04-28 14:00:00,2026-04-28:14,평리동,보통,53.0,좋음,7.0,보통,0.0493,좋음,0.0101,좋음,0.26,좋음,0.002
2026-04-28 15:00:00,2026-04-28:15,평리동,보통,36.0,좋음,6.0,보통,0.0483,좋음,0.01,좋음,0.25,좋음,0.0017
2026-04-28 16:00:00,2026-04-28:16,평리동,보통,31.0,좋음,5.0,보통,0.0483,좋음,0.0091,좋음,0.24,좋음,0.0015
2026-04-28 17:00:00,2026-04-28:17,평리동,보통,31.0,좋음,4.0,보통,0.0459,좋음,0.01,좋음,0.23,좋음,0.0015
2026-04-28 18:00:00,2026-04-28:18,평리동,좋음,28.0,좋음,5.0,보통,0.0442,좋음,0.0114,좋음,0.25,좋음,0.0015
2026-04-28 19:00:00,2026-04-28:19,평리동,보통,34.0,좋음,6.0,보통,0.0415,좋음,0.0133,좋음,0.26,좋음,0.0016
2026-04-28 20:00:00,2026-04-28:20,평리동,좋음,27.0,좋음,10.0,보통,0.0431,좋음,0.0122,좋음,0.25,좋음,0.0015
2026-04-28 21:00:00,2026-04-28:21,평리동,좋음,28.0,좋음,8.0,보통,0.0437,좋음,0.0112,좋음,0.25,좋음,0.0015
2026-04-28 22:00:00,2026-04-28:22,평리동,좋음,23.0,좋음,6.0,보통,0.0392,좋음,0.0141,좋음,0.24,좋음,0.0016
2026-04-28 23:00:00,2026-04-28:23,평리동,좋음,23.0,좋음,5.0,보통,0.0416,좋음,0.0091,좋음,0.23,좋음,0.0015
2026-04-29 00:00:00,2026-04-28:24,평리동,좋음,20.0,좋음,6.0,보통,0.0414,좋음,0.0084,좋음,0.22,좋음,0.0015
2026-04-29 01:00:00,2026-04-29:01,평리동,좋음,20.0,좋음,7.0,보통,0.04,좋음,0.0089,좋음,0.23,좋음,0.0017
2026-04-29 02:00:00,2026-04-29:02,평리동,좋음,20.0,좋음,7.0,보통,0.0409,좋음,0.0079,좋음,0.23,좋음,0.0017
2026-04-29 03:00:00,2026-04-29:03,평리동,좋음,18.0,좋음,7.0,보통,0.0399,좋음,0.009,좋음,0.25,좋음,0.0017
2026-04-29 04:00:00,2026-04-29:04,평리동,좋음,24.0,좋음,8.0,보통,0.0416,좋음,0.0081,좋음,0.27,좋음,0.0017
2026-04-29 05:00:00,2026-04-29:05,평리동,좋음,22.0,좋음,9.0,보통,0.041,좋음,0.0089,좋음,0.29,좋음,0.0017
2026-04-29 06:00:00,2026-04-29:06,평리동,좋음,29.0,좋음,12.0,보통,0.0303,좋음,0.018,좋음,0.31,좋음,0.0019
2026-04-29 07:00:00,2026-04-29:07,평리동,보통,36.0,좋음,14.0,좋음,0.0187,보통,0.0304,좋음,0.33,좋음,0.002
2026-04-29 08:00:00,2026-04-29:08,평리동,좋음,30.0,좋음,14.0,좋음,0.0292,좋음,0.0221,좋음,0.35,좋음,0.0022
2026-04-29 09:00:00,2026-04-29:09,평리동,보통,33.0,보통,17.0,보통,0.035,좋음,0.0154,좋음,0.34,좋음,0.0024
2026-04-29 10:00:00,2026-04-29:10,평리동,보통,31.0,좋음,15.0,보통,0.0347,좋음,0.0145,좋음,0.32,좋음,0.0039
2026-04-29 11:00:00,2026-04-29:11,평리동,좋음,28.0,좋음,11.0,보통,0.0386,좋음,0.0119,좋음,0.29,좋음,0.0026
2026-04-29 12:00:00,2026-04-29:12,평리동,좋음,24.0,좋음,10.0,보통,0.0408,좋음,0.0111,좋음,0.28,좋음,0.0022
2026-04-29 13:00:00,2026-04-29:13,평리동,좋음,28.0,좋음,10.0,보통,0.044,좋음,0.0105,좋음,0.28,좋음,0.0023
2026-04-29 14:00:00,2026-04-29:14,평리동,좋음,24.0,좋음,6.0,보통,0.0461,좋음,0.0113,좋음,0.28,좋음,0.0026
2026-04-29 15:00:00,2026-04-29:15,평리동,좋음,30.0,좋음,11.0,보통,0.0496,좋음,0.0125,좋음,0.29,좋음,0.002
2026-04-29 16:00:00,2026-04-29:16,평리동,좋음,23.0,좋음,8.0,보통,0.0511,좋음,0.012,좋음,0.28,좋음,0.0019
2026-04-29 17:00:00,2026-04-29:17,평리동,좋음,29.0,좋음,15.0,보통,0.0511,좋음,0.014,좋음,0.3,좋음,0.0027
2026-04-29 18:00:00,2026-04-29:18,평리동,좋음,29.0,좋음,12.0,보통,0.0533,좋음,0.0124,좋음,0.29,좋음,0.002
2026-04-29 19:00:00,2026-04-29:19,평리동,좋음,27.0,좋음,11.0,보통,0.0456,좋음,0.0166,좋음,0.31,좋음,0.0017
2026-04-29 20:00:00,2026-04-29:20,평리동,보통,33.0,좋음,15.0,보통,0.041,좋음,0.0124,좋음,0.35,좋음,0.0019
2026-04-29 21:00:00,2026-04-29:21,평리동,좋음,29.0,좋음,12.0,보통,0.0381,좋음,0.013,좋음,0.38,좋음,0.002
2026-04-29 22:00:00,2026-04-29:22,평리동,보통,31.0,좋음,11.0,보통,0.0374,좋음,0.0125,좋음,0.39,좋음,0.0019
2026-04-29 23:00:00,2026-04-29:23,평리동,좋음,24.0,좋음,11.0,보통,0.0362,좋음,0.0131,좋음,0.37,좋음,0.0018
2026-04-30 00:00:00,2026-04-29:24,평리동,좋음,24.0,좋음,11.0,보통,0.0352,좋음,0.012,좋음,0.35,좋음,0.0017
2026-04-30 01:00:00,2026-04-30:01,평리동,좋음,27.0,좋음,14.0,보통,0.034,좋음,0.0115,좋음,0.34,좋음,0.0015
2026-04-30 02:00:00,2026-04-30:02,평리동,좋음,24.0,좋음,15.0,좋음,0.03,좋음,0.0126,좋음,0.35,좋음,0.0016
2026-04-30 03:00:00,2026-04-30:03,평리동,보통,33.0,좋음,14.0,좋음,0.0238,좋음,0.0156,좋음,0.36,좋음,0.0016
2026-04-30 04:00:00,2026-04-30:04,평리동,좋음,28.0,보통,17.0,좋음,0.0218,좋음,0.0149,좋음,0.37,좋음,0.0016
2026-04-30 05:00:00,2026-04-30:05,평리동,보통,34.0,보통,24.0,좋음,0.0181,좋음,0.0172,좋음,0.37,좋음,0.0018
2026-04-30 06:00:00,2026-04-30:06,평리동,보통,36.0,보통,23.0,좋음,0.0156,좋음,0.0187,좋음,0.36,좋음,0.0017
2026-04-30 07:00:00,2026-04-30:07,평리동,보통,34.0,좋음,15.0,좋음,0.0116,좋음,0.0223,좋음,0.38,좋음,0.0016
2026-04-30 08:00:00,2026-04-30:08,평리동,보통,38.0,보통,22.0,좋음,0.0074,좋음,0.028,좋음,0.4,좋음,0.0017
2026-04-30 09:00:00,2026-04-30:09,평리동,보통,39.0,보통,23.0,좋음,0.012,좋음,0.0267,좋음,0.42,좋음,0.0018
2026-04-30 10:00:00,2026-04-30:10,평리동,보통,45.0,보통,27.0,좋음,0.0245,좋음,0.0223,좋음,0.4,좋음,0.0028
2026-04-30 11:00:00,2026-04-30:11,평리동,보통,39.0,보통,31.0,보통,0.0336,좋음,0.0224,좋음,0.38,좋음,0.0026
2026-04-30 12:00:00,2026-04-30:12,평리동,보통,34.0,보통,21.0,보통,0.0464,좋음,0.0151,좋음,0.33,좋음,0.0021
2026-04-30 13:00:00,2026-04-30:13,평리동,보통,35.0,,,보통,0.0524,좋음,0.0123,좋음,0.31,좋음,0.0018
2026-04-30 14:00:00,2026-04-30:14,평리동,보통,34.0,보통,16.0,보통,0.0555,좋음,0.0109,좋음,0.31,좋음,0.0017
2026-04-30 15:00:00,2026-04-30:15,평리동,좋음,30.0,보통,17.0,보통,0.0529,좋음,0.0124,좋음,0.31,좋음,0.0017
2026-04-30 16:00:00,2026-04-30:16,평리동,보통,35.0,좋음,13.0,보통,0.0507,좋음,0.0133,좋음,0.33,좋음,0.0018
2026-04-30 17:00:00,2026-04-30:17,평리동,좋음,25.0,좋음,11.0,보통,0.0482,좋음,0.0125,좋음,0.37,좋음,0.0021
2026-04-30 18:00:00,2026-04-30:18,평리동,좋음,29.0,좋음,7.0,보통,0.0451,좋음,0.0131,좋음,0.33,좋음,0.0018
2026-04-30 19:00:00,2026-04-30:19,평리동,좋음,23.0,좋음,4.0,보통,0.0429,좋음,0.0144,좋음,0.35,좋음,0.0018
2026-04-30 20:00:00,2026-04-30:20,평리동,좋음,18.0,좋음,7.0,보통,0.0428,좋음,0.0137,좋음,0.34,좋음,0.002
2026-04-30 21:00:00,2026-04-30:21,평리동,좋음,24.0,좋음,8.0,보통,0.0406,좋음,0.0134,좋음,0.4,좋음,0.002
2026-04-30 22:00:00,2026-04-30:22,평리동,좋음,23.0,좋음,8.0,보통,0.0404,좋음,0.0125,좋음,0.44,좋음,0.0022
2026-04-30 23:00:00,2026-04-30:23,평리동,좋음,24.0,좋음,11.0,보통,0.0396,좋음,0.0119,좋음,0.49,좋음,0.0025
